id,name,type,poster_source,final_status,image_url
benriya-saitou-san-isekai-ni-iku,"Benriya Saitou-san,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144092-8EKzzZQofFlW.jpg
berserk-ougon-jidai-hen-memorial-edition,Berserk: Ougon Jidai-hen - Memorial Edition,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155011-dCGHIBUyI2km.jpg
berserk-ougon-jidai-hen-i-haou-no-tamago,Berserk: Ougon Jidai-hen I - Haou no Tamago,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-berserk-ougon-jidai-hen-i-haou-no-tamago-مترجم.jpg
berserk-ougon-jidai-hen-ii-doldrey-kouryaku,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-berserk-ougon-jidai-hen-ii-doldrey-kouryaku-مترجم.jpg
berserk-ougon-jidai-hen-iii-kourin,Berserk: Ougon Jidai-hen III - Kourin,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-berserk-ougon-jidai-hen-iii-kourin-مترجم.jpg
birdie-wing-golf-girls-story,Birdie Wing: Golf Girls' Story,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140830-hHqRY63VwOp2.jpg
birdie-wing-golf-girls-story-season-2,Birdie Wing: Golf Girls' Story Season 2,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140830-hHqRY63VwOp2.jpg
black-clover,Black Clover,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97940-fyh8o7gNbha0.png
black-lagoon-roberta-s-blood-trail,Black Lagoon: Roberta's Blood Trail,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4901-evMxxc1A8pCF.jpg
blade-soul,Blade & Soul,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20619-mezLG8DuqnrS.jpg
bleach,Bleach,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx269-d2GmRkJbMopq.png
bleach-sennen-kessen-hen,Bleach: Sennen Kessen-hen,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx116674-p3zK4PUX2Aag.jpg
bocchi-the-rock,Bocchi the Rock!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx130003-HTDmeL4RGeJ4.png
boku-no-hero-academia-2nd-season-hero-note,Boku no Hero Academia 2nd Season: Hero Note,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-boku-no-hero-academia-2nd-season-hero-note.jpg
boku-no-hero-academia-the-movie-3-world-heroes-mission,Boku no Hero Academia the Movie 3: World Heroes' Mission,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx126659-i6c1PsXHGyke.jpg
boku-no-hero-academia-ikinokore-kesshi-no-survival-kunren,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/boku-no-hero-academia-ikinokore-kesshi-no-survival-kunren.jpg
boku-no-hero-academia-sukue-kyuujo-kunren,Boku no Hero Academia: Sukue! Kyuujo Kunren!,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-boku-no-hero-academia-sukue-kyuujo-kunren.jpg
boku-no-hero-academia-training-of-the-dead,Boku no Hero Academia: Training of the Dead,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-boku-no-hero-academia-training-of-the-dead.jpg
bokura-no-ameiro-protocol,Bokura no Ameiro Protocol,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx166896-I28S6PPq9etk.png
boruto-naruto-next-generations,Boruto: Naruto Next Generations,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97938-BnF6M5yTaNB1.jpg
boukensha-ni-naritai-to-miyako-ni-deteitta-musume-ga-s-rank-ni-natteta,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx156184-mrU1zLqpnMSK.jpg
boushoku-no-berserk,Boushoku no Berserk,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx156039-JnepQcVxXLLW.jpg
buddy-daddies,Buddy Daddies,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155907-wY1RqFUHvZ60.jpg
bullbuster,Bullbuster,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx157399-svuSCoNRyOm4.jpg
buta-no-liver-wa-kanetsu-shiro,Buta no Liver wa Kanetsu Shiro,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142599-UMN3ko4YEUqo.jpg
cardfight-vanguard-will-dress,Cardfight!! Vanguard: will+Dress,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx139212-2dds9fnqW3WD.jpg
code-geass-boukoku-no-akito-5-itoshiki-mono-tachi-e,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21178-jmxNhcsEELFt.png
code-geass-hangyaku-no-lelouch-r2,Code Geass: Hangyaku no Lelouch R2,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/code-geass-hangyaku-no-lelouch-r2.jpg
cool-doji-danshi,Cool Doji Danshi,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx147885-RuqC9lZH9ao6.jpg
cyberpunk-edgerunners,Cyberpunk: Edgerunners,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120377-ayZPoxiWt4Li.jpg
dark-gathering,Dark gathering,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx152802-ENRcnqD5axhQ.jpg
darwin-s-game,Darwin's Game,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105190-lSoQNlnMF6UP.jpg
deep-insanity-the-lost-child,Deep Insanity: The Lost Child,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136947-ZtUWswedpbR6.jpg
dekiru-neko-wa-kyou-mo-yuuutsu,Dekiru Neko wa Kyou mo Yuuutsu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx149883-D2LSB7hm5bhv.png
dekoboko-majo-no-oyako-jijou,Dekoboko Majo no Oyako Jijou,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154454-9gZSDOmcBwrn.jpg
demi-chan-wa-kataritai,Demi-chan wa Kataritai,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/demi-chan-wa-kataritai.jpg
dies-irae-to-the-ring-reincarnation,Dies Irae: To the Ring Reincarnation,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dies-irae-to-the-ring-reincarnation.jpg
digimon-adventure,Digimon Adventure,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/digimon-adventure.jpg
digimon-ghost-game,Digimon Ghost Game,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx137309-1TTkC932WbYn.jpg
do-it-yourself,Do It Yourself!!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx131516-kLB37ISBeOX0.jpg
dogeza-de-tanondemita,Dogeza de Tanondemita,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122137-wqDaJxQWVXaa.jpg
dokyuu-hentai-hxeros,Dokyuu Hentai HxEros,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dokyuu-hentai-hxeros-ova.jpg
dokyuu-hentai-hxeros-ova,Dokyuu Hentai HxEros OVA,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dokyuu-hentai-hxeros-ova.jpg
dota-dragon-s-blood,DOTA: Dragon’s Blood,anime,none,still_missing,
dragon-ball-z,Dragon Ball Z,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dragon-ball-z.jpg
dragon-quest-dai-no-daibouken-2020-2,Dragon Quest: Dai no Daibouken (2020),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx2229-aAZ38PLgyd1P.png
dragon-quest-dai-no-daibouken-2020-recap,Dragon Quest: Dai no Daibouken (2020) Recap,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-dragon-quest-dai-no-daibouken-2020-recap.jpg
dragon-ie-wo-kau,"Dragon,anime,existing,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dragon-ie-wo-kau.jpg
dragon-s-dogma,Dragon's Dogma,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx108356-qxHmuNVZFRwJ.png
edomae-elf,Edomae Elf,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx150957-VFsWSLJgW9Bu.jpg
eiyuu-kyoushitsu,Eiyuu Kyoushitsu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx139606-LrYkytn7fVwt.jpg
fairy-tail-2014-2,Fairy Tail (2014),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b6702-KI4qgSMyI8Pm.png
fairy-tail-movie-1-houou-no-miko-hajimari-no-asa,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-fairy-tail-movie-1-houou-no-miko-hajimari-no-asa.png
fairy-tail-ova-2016,Fairy Tail OVA (2016),anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/fairy-tail-ova-2016.jpg
fairy-tail-x-rave,Fairy Tail x Rave,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-fairy-tail-x-rave.jpg
fate-grand-order-shinsei-entaku-ryouiki-camelot-1-wandering-agateram,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-fate-grand-order-shinsei-entaku-ryouiki-camelot-1-wandering-agateram-مترجم.jpg
fate-grand-order-shinsei-entaku-ryouiki-camelot-2-paladin-agateram,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-fate-grand-order-shinsei-entaku-ryouiki-camelot-2-paladin-agateram.jpg
fate-grand-order-shuukyoku-tokuiten-kani-jikan-shinden-solomon,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-fate-grand-order-shuukyoku-tokuiten-kani-jikan-shinden-solomon.jpg
fate-stay-night-movie-heaven-s-feel-i-presage-flower,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6922-g3hsIYOWGXL8.jpg
fate-stay-night-movie-heaven-s-feel-ii-lost-butterfly,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6922-g3hsIYOWGXL8.jpg
fate-stay-night-movie-heaven-s-feel-iii-spring-song,Fate/stay night Movie: Heaven's Feel - III. Spring Song,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6922-g3hsIYOWGXL8.jpg
futsal-boys,Futsal Boys!!!!!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx112719-DZk18Cu69HcD.png
fuufu-ijou-koibito-miman,"Fuufu Ijou,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx141949-tViCIRHPZAyG.jpg
fuuka,Fuuka,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/fuuka.jpg
gangsta,Gangsta,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/gangsta.jpg
genjitsu-no-yohane-sunshine-in-the-mirror,Genjitsu no Yohane: Sunshine in the Mirror,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151513-0tGiS0NC3adv.jpg
gibiate,Gibiate,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b110446-vqrjx22U4T9N.jpg
gintama-enchousen,Gintama': Enchousen,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx15417-Uc2uNdWEixwi.jpg
gintama-futon-ni-haitte-kara-buki-nokoshi-ni-kizuite-neru-ni-nerenai-toki-mo-aru,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20882.jpg
goblin-slayer,Goblin Slayer,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/goblin-slayer.jpg
goblin-slayer-goblin-s-crown,Goblin Slayer: Goblin's Crown,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx108623-pREPeutedpc2.jpg
good-night-world,Good Night World,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx167820-RO0nRXw7fcpu.jpg
gotoubun-no-hanayome-2024-2,Gotoubun no Hanayome 2024,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103572-cchriAdH95cQ.png
gyakuten-sekai-no-denchi-shoujo,Gyakuten Sekai no Denchi Shoujo,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/gyakuten-sekai-no-denchi-shoujo.jpg
hajime-no-ippo,Hajime no Ippo,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx19647-cIy7ShTL6e9h.jpg
hajimete-no-gal,Hajimete no Gal,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97863-79AXrUZ7VQa5.jpg
hajimete-no-gal-hajimete-no-bunkasai,Hajimete no Gal: Hajimete no Bunkasai,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98878-jmrheWUkd7IA.png
hakuouki-ova-2021-2,Hakuouki OVA (2021),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11663.jpg
hametsu-no-oukoku,Hametsu no Oukoku,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx160900-GxVB6H5ewrqv.jpg
helck,Helck,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx145140-tHT8TT2XSsOh.jpg
higurashi-no-naku-koro-ni-2020-2,Higurashi no Naku Koro ni (2020),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx934-wjMlVEl4CWwg.jpg
hirogaru-sky-precure,Hirogaru Sky! Precure,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx157883-ib9fXLLjUy5m.png
horimiya-piece,Horimiya: Piece,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163132-C220CO5UrTxY.jpg
hoshi-no-samidare,Hoshi no Samidare,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144323-BU9YN8Yphagr.jpg
human-bug-daigaku,Human Bug Daigaku,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154545-V8HOiDY7keu0.jpg
hunter-x-hunter-2011,Hunter x Hunter (2011),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136-gj0bbCpDNrKG.jpg
hyouken-no-majutsushi-ga-sekai-wo-suberu,Hyouken no Majutsushi ga Sekai wo Suberu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148116-t6E73U8SJhYD.jpg
hypnosis-mic-division-rap-battle-rhyme-anima,Hypnosis Mic: Division Rap Battle - Rhyme Anima,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163140-99mUhgXp8t5T.jpg
ijiranaide-nagatoro-san,"Ijiranaide,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120697-BA2TqxB1I5bJ.jpg
isekai-nonbiri-nouka,Isekai Nonbiri Nouka,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx146850-xfeAFIE0M9hl.jpg
isekai-ojisan,Isekai Ojisan,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx135806-uhqZSNTYZe04.jpg
isekai-one-turn-kill-neesan-ane-douhan-no-isekai-seikatsu-hajimemashita,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx146234-vSYvPfLwjYXX.jpg
isekai-shoukan-wa-nidome-desu,Isekai Shoukan wa Nidome desu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx140754-JHwGp7NrAj9m.png
isekai-wa-smartphone-to-tomo-ni,Isekai wa Smartphone to Tomo ni,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx98491-5vyX89aabiHz.jpg
itai-no-wa-iya-nano-de-bougyoryoku-ni-kyokufuri-shitai-to-omoimasu,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx106479-JmPk1F5ubMtm.png
itou-junji-maniac,Itou Junji: Maniac,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx150653-80BlGKvUBmaS.jpg
jaku-chara-tomozaki-kun-specials,Jaku-Chara Tomozaki-kun Specials,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/jaku-chara-tomozaki-kun-specials.jpg
jigoku-sensei-nube-2025-2,Jigoku Sensei Nube (2025),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2012.jpg
jitsu-wa-ore-saikyou-deshita,"Jitsu wa Ore,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154391-IEyLPkJBsMxO.jpg
journey-taiko-arabia-hantou-de-no-kiseki-to-tatakai-no-monogatari-ومدبلج,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari ومدبلج,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-journey-taiko-arabia-hantou-de-no-kiseki-to-tatakai-no-monogatari-مترجم-ومدبلج-اون-لاين.jpg
k-project,K-Project,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/k-project.png
k-return-of-kings,K: Return of Kings,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/k-return-of-kings.jpg
k-seven-stories-movie-1-r-b-blaze,K: Seven Stories Movie 1 - R:B - Blaze,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-k-seven-stories-movie-1-r-b-blaze.png
k-seven-stories-movie-2-side-blue-tenrou-no-gotoku,K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-k-seven-stories-movie-2-side-blue-tenrou-no-gotoku.png
k-seven-stories-movie-3-side-green-uwagaki-sekai,K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-k-seven-stories-movie-3-side-green-uwagaki-sekai.png
kaifuku-jutsushi-no-yarinaoshi,Kaifuku Jutsushi no Yarinaoshi,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx113425-tYGRUa5pgZje.jpg
kakegurui-twin,Kakegurui Twin,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx141351-47JtghppCwMu.png
kaminaki-sekai-no-kamisama-katsudou,Kaminaki Sekai no Kamisama Katsudou,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148048-IaEk51Wtu07L.jpg
kanata-no-astra,Kanata no Astra,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/kanata-no-astra.jpg
kanojo-ga-koushaku-tei-ni-itta-riyuu,Kanojo ga Koushaku-tei ni Itta Riyuu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151847-OnTYbvb4y4mp.jpg
kawagoe-boys-sing,Kawagoe Boys Sing,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx162209-EdG4Pyn37Il8.jpg
kawaisugi-crisis,Kawaisugi Crisis,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155070-XuEi3eycUBjC.png
keikenzumi-na-kimi-to-keiken-zero-na-ore-ga-otsukiai-suru-hanashi,"Keikenzumi na Kimi to,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154459-foR6BMJayEbi.jpg
kekkai-sensen-beyond,Kekkai Sensen & Beyond,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx97886-iArtYIxZzGcR.jpg
kenpuu-denki-berserk-berserk-1997-2,Kenpuu Denki Berserk (Berserk 1997),anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx33-PSwfE5B0gejI.jpg
kibou-no-chikara-otona-precure-23,Kibou no Chikara: Otona Precure '23,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx162720-bVrHEs2nUlBo.jpg
kikansha-no-mahou-wa-tokubetsu-desu,Kikansha no Mahou wa Tokubetsu desu,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx163142-RjFeJrTnDA2B.png
king-s-raid-ishi-wo-tsugumono-tachi,King's Raid: Ishi wo Tsugumono-tachi,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx118376-V0mSf2LG0OOs.jpg
kizumonogatari-i-tekketsu-hen,Kizumonogatari I: Tekketsu-hen,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-kizumonogatari-i-tekketsu-hen.png
kizumonogatari-ii-nekketsu-hen,Kizumonogatari II: Nekketsu-hen,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-kizumonogatari-ii-nekketsu-hen.png
kizumonogatari-iii-reiketsu-hen,Kizumonogatari III: Reiketsu-hen,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-kizumonogatari-iii-reiketsu-hen.png
kono-subarashii-sekai-ni-bakuen-wo,Kono Subarashii Sekai ni Bakuen wo!,anime,anilist,ok,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx150075-QIGcA7oVyO6l.jpg
kono-subarashii-sekai-ni-shukufuku-wo-2,Kono Subarashii Sekai ni Shukufuku wo! 2,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/kono-subarashii-sekai-ni-shukufuku-wo-2.jpg
kono-subarashii-sekai-ni-shukufuku-wo-2-kono-subarashii-geijutsu-ni-shukufuku-wo,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-kono-subarashii-sekai-ni-shukufuku-wo-2-kono-subarashii-geijutsu-ni-shukufuku-wo.png
kono-subarashii-sekai-ni-shukufuku-wo-kono-subarashii-choker-ni-shukufuku-wo,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,anime,user,ok,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-kono-subarashii-sekai-ni-shukufuku-wo-kono-subarashii-choker-ni-shukufuku-wo.png
